"Academic Year","Term","Subject","Course No.","Course Title","Instructor","GPA","A (%)","A- (%)","B+ (%)","B (%)","B- (%)","C+ (%)","C (%)","C- (%)","D+ (%)","D (%)","D- (%)","F (%)","Withdraws","Graded Enrollment","CRN","Credits"
"2021-22","Fall","CHEM","2154","Majors Analytical Chemistry","Morris","2.67","18.2","9.1","9.1","27.3","9.1","0","0","9.1","0","9.1","0","9.1","3","11","82636","  4"
"2020-21","Fall","CHEM","2154","Majors Analytical Chemistry","Morris","2.78","11.8","5.9","0","29.4","29.4","5.9","5.9","5.9","0","5.9","0","0","2","17","91802","  4"
"2021-22","Fall","CHEM","2154","Majors Analytical Chemistry","Morris","2.67","23.8","9.5","0","19","4.8","9.5","9.5","9.5","0","9.5","0","4.8","4","21","82635","  4"
"2022-23","Fall","CHEM","2154","Majors Analytical Chemistry","Quan","3.21","42.9","9.5","0","14.3","19","4.8","0","0","0","9.5","0","0","0","21","82778","  4"
"2018-19","Fall","CHEM","2154","Majors Analytical Chemistry","Morris","2.37","13.6","9.1","4.5","18.2","13.6","4.5","4.5","0","0","22.7","0","9.1","0","22","82276","  4"
"2022-23","Fall","CHEM","2154","Majors Analytical Chemistry","Quan","2.9","9.1","4.5","31.8","13.6","9.1","18.2","4.5","9.1","0","0","0","0","0","22","82780","  4"
"2021-22","Fall","CHEM","2154","Majors Analytical Chemistry","Morris","2.64","17.4","8.7","13","13","8.7","4.3","17.4","4.3","0","4.3","0","8.7","1","23","82634","  4"
"2019-20","Fall","CHEM","2154","Majors Analytical Chemistry","Morris","2.44","12","8","12","20","12","8","4","0","0","8","0","16","1","25","82362","  4"
"2018-19","Fall","CHEM","2154","Majors Analytical Chemistry","Morris","2.44","11.5","19.2","0","7.7","7.7","15.4","11.5","7.7","0","11.5","0","7.7","2","26","82275","  4"
"2020-21","Fall","CHEM","2154","Majors Analytical Chemistry","Morris","2.81","14.8","25.9","7.4","11.1","7.4","7.4","3.7","7.4","0","11.1","0","3.7","0","27","82569","  4"
"2019-20","Fall","CHEM","2154","Majors Analytical Chemistry","Morris","2.65","10.7","7.1","14.3","14.3","17.9","7.1","14.3","7.1","0","0","0","7.1","0","28","82363","  4"
"2020-21","Fall","CHEM","2154","Majors Analytical Chemistry","Morris","3.24","25","28.6","14.3","10.7","3.6","3.6","7.1","0","0","7.1","0","0","0","28","82568","  4"
"2022-23","Fall","CHEM","2154","Majors Analytical Chemistry","Quan","3","24.1","6.9","20.7","17.2","6.9","6.9","6.9","3.4","0","3.4","0","3.4","1","29","82779","  4"
