"Academic Year","Term","Subject","Course No.","Course Title","Instructor","GPA","A (%)","A- (%)","B+ (%)","B (%)","B- (%)","C+ (%)","C (%)","C- (%)","D+ (%)","D (%)","D- (%)","F (%)","Withdraws","Graded Enrollment","CRN","Credits"
"2022-23","Fall","CHE","2164","ChE Thermodynamics","Ducker","2.46","25","6.3","6.3","6.3","6.3","18.8","0","6.3","6.3","0","6.3","12.5","1","16","82579","  3"
"2021-22","Fall","CHE","2164","ChE Thermodynamics","Hassler","2.45","11.8","0","17.6","11.8","0","11.8","23.5","17.6","0","0","0","5.9","2","17","82433","  3"
"2020-21","Fall","CHE","2164","ChE Thermodynamics","Ducker","2.85","20.8","16.7","0","12.5","12.5","8.3","4.2","20.8","4.2","0","0","0","0","24","82369","  3"
"2018-19","Fall","CHE","2164","ChE Thermodynamics","Ducker","2.9","20","14.3","14.3","8.6","5.7","17.1","8.6","2.9","5.7","0","0","2.9","1","35","82107","  3"
"2019-20","Fall","CHE","2164","ChE Thermodynamics","Tong","2.83","11.4","11.4","8.6","25.7","14.3","11.4","5.7","5.7","2.9","0","0","2.9","1","35","82193","  3"
"2019-20","Spring","CHE","2164","ChE Thermodynamics","Kiran","3.26","30.6","12.2","18.4","14.3","8.2","4.1","8.2","4.1","0","0","0","0","0","49","12302","  3"
"2021-22","Spring","CHE","2164","ChE Thermodynamics","Kiran","3.04","20","18.3","11.7","15","8.3","8.3","8.3","6.7","0","3.3","0","0","0","60","12474","  3"
"2022-23","Spring","CHE","2164","ChE Thermodynamics","Kiran","2.63","10.6","10.6","10.6","12.1","12.1","10.6","9.1","13.6","6.1","3","1.5","0","1","66","12628","  3"
"2018-19","Spring","CHE","2164","ChE Thermodynamics","Kiran","2.77","24.3","4.3","14.3","10","11.4","4.3","8.6","12.9","4.3","1.4","0","4.3","9","70","12152","  3"
"2020-21","Spring","CHE","2164","ChE Thermodynamics","Kiran","2.85","8.3","13.9","5.6","37.5","5.6","8.3","9.7","8.3","0","1.4","0","1.4","3","72","12437","  3"
