"Academic Year","Term","Subject","Course No.","Course Title","Instructor","GPA","A (%)","A- (%)","B+ (%)","B (%)","B- (%)","C+ (%)","C (%)","C- (%)","D+ (%)","D (%)","D- (%)","F (%)","Withdraws","Graded Enrollment","CRN","Credits"
"2019-20","Fall","CEE","3314","Water Resources Engineering","Hester","2.98","20","0","20","20","0","40","0","0","0","0","0","0","0","5","81830","  4"
"2022-23","Fall","CEE","3314","Water Resources Engineering","Scardina","2.06","0","0","0","20","0","20","40","0","0","20","0","0","1","5","82193","  4"
"2019-20","Fall","CEE","3314","Water Resources Engineering","Hester","3.27","33.3","0","16.7","33.3","0","16.7","0","0","0","0","0","0","0","6","81828","  4"
"2019-20","Spring","CEE","3314","Water Resources Engineering","Scardina","3.57","16.7","50","16.7","16.7","0","0","0","0","0","0","0","0","0","6","11951","  4"
"2019-20","Spring","CEE","3314","Water Resources Engineering","Scardina","3.09","14.3","14.3","28.6","0","14.3","28.6","0","0","0","0","0","0","0","7","11949","  4"
"2019-20","Spring","CEE","3314","Water Resources Engineering","Scardina","3.39","14.3","28.6","14.3","42.9","0","0","0","0","0","0","0","0","0","7","11950","  4"
"2022-23","Spring","CEE","3314","Water Resources Engineering","Saksena","2.9","14.3","0","14.3","28.6","14.3","14.3","14.3","0","0","0","0","0","0","7","12256","  4"
"2019-20","Spring","CEE","3314","Water Resources Engineering","Scardina","2.83","0","12.5","37.5","25","0","12.5","0","0","0","0","12.5","0","0","8","11948","  4"
"2020-21","Spring","CEE","3314","Water Resources Engineering","Marston","2.66","12.5","12.5","37.5","12.5","0","0","0","0","0","0","12.5","12.5","0","8","12083","  4"
"2020-21","Fall","CEE","3314","Water Resources Engineering","Scardina","1.99","0","0","0","0","11.1","33.3","22.2","11.1","22.2","0","0","0","0","9","81993","  4"
"2020-21","Fall","CEE","3314","Water Resources Engineering","Scardina","2.47","10","0","0","50","10","0","0","10","10","0","0","10","0","10","81995","  4"
"2018-19","Spring","CEE","3314","Water Resources Engineering","Scardina","2.7","0","18.2","9.1","27.3","9.1","9.1","9.1","9.1","9.1","0","0","0","0","11","11790","  4"
"2020-21","Fall","CEE","3314","Water Resources Engineering","Scardina","2.3","0","0","9.1","18.2","18.2","18.2","18.2","0","9.1","0","9.1","0","0","11","81994","  4"
"2020-21","Fall","CEE","3314","Water Resources Engineering","Scardina","2.67","9.1","18.2","0","9.1","9.1","18.2","27.3","9.1","0","0","0","0","0","11","81996","  4"
"2018-19","Spring","CEE","3314","Water Resources Engineering","Scardina","3.01","16.7","16.7","0","25","16.7","16.7","0","8.3","0","0","0","0","0","12","11788","  4"
"2020-21","Spring","CEE","3314","Water Resources Engineering","Marston","2.48","0","8.3","0","16.7","16.7","25","25","8.3","0","0","0","0","0","12","12082","  4"
"2021-22","Fall","CEE","3314","Water Resources Engineering","Scardina","2.19","7.7","7.7","0","0","23.1","0","23.1","15.4","7.7","15.4","0","0","0","13","82057","  4"
"2019-20","Fall","CEE","3314","Water Resources Engineering","Hester","3.36","14.3","35.7","21.4","14.3","7.1","0","7.1","0","0","0","0","0","0","14","81829","  4"
"2022-23","Spring","CEE","3314","Water Resources Engineering","Saksena","3.63","42.9","35.7","14.3","0","0","0","0","7.1","0","0","0","0","0","14","12258","  4"
"2018-19","Fall","CEE","3314","Water Resources Engineering","Scardina","3.17","26.7","20","13.3","6.7","20","0","6.7","0","0","0","6.7","0","0","15","81761","  4"
"2021-22","Fall","CEE","3314","Water Resources Engineering","Scardina","2.09","6.7","0","6.7","0","6.7","13.3","26.7","26.7","6.7","0","6.7","0","1","15","82056","  4"
"2021-22","Spring","CEE","3314","Water Resources Engineering","Marston","2.63","0","26.7","6.7","20","20","6.7","0","0","0","13.3","0","6.7","0","15","12102","  4"
"2022-23","Fall","CEE","3314","Water Resources Engineering","Scardina","2.09","0","0","0","6.7","20","26.7","20","20","0","0","0","6.7","1","15","82194","  4"
"2022-23","Fall","CEE","3314","Water Resources Engineering","Scardina","2.23","0","0","6.3","12.5","12.5","31.3","6.3","18.8","6.3","6.3","0","0","0","16","82191","  4"
"2020-21","Spring","CEE","3314","Water Resources Engineering","Marston","2.96","0","29.4","17.6","29.4","5.9","5.9","0","0","0","11.8","0","0","0","17","12080","  4"
