"Academic Year","Term","Subject","Course No.","Course Title","Instructor","GPA","A (%)","A- (%)","B+ (%)","B (%)","B- (%)","C+ (%)","C (%)","C- (%)","D+ (%)","D (%)","D- (%)","F (%)","Withdraws","Graded Enrollment","CRN","Credits"
"2018-19","Spring","CS","1064","Intro to Programming in Python","Davis","3.23","55.7","0","0","21.4","0","0","15.7","0","0","4.3","0","2.9","2","70","12750","  3"
"2019-20","Spring","CS","1064","Intro to Programming in Python","Powell","3.87","77.1","12.9","5.7","2.9","1.4","0","0","0","0","0","0","0","0","70","12917","  3"
"2019-20","Fall","CS","1064","Intro to Programming in Python","Wenskovitch","3.83","85.9","0","0","11.3","0","0","2.8","0","0","0","0","0","1","71","82753","  3"
"2018-19","Fall","CS","1064","Intro to Programming in Python","Ahmadian","3.57","72.2","0","0","19.4","0","0","2.8","0","0","4.2","0","1.4","3","72","89530","  3"
"2022-23","Fall","CS","1064","Intro to Programming in Python","Lewis","3.59","51.8","18.1","12","9.6","2.4","1.2","2.4","1.2","0","0","0","1.2","1","83","92074","  3"
"2022-23","Spring","CS","1064","Intro to Programming in Python","Lewis","3.33","26.2","29.8","16.7","8.3","2.4","7.1","4.8","2.4","0","1.2","0","1.2","1","84","13278","  3"
"2021-22","Fall","CS","1064","Intro to Programming in Python","Lewis","3.59","52.1","17","12.8","9.6","2.1","0","3.2","2.1","0","1.1","0","0","1","94","83024","  3"
"2021-22","Spring","CS","1064","Intro to Programming in Python","Lewis","3.68","61.7","17","7.4","3.2","3.2","3.2","2.1","2.1","0","0","0","0","0","94","13178","  3"
"2020-21","Fall","CS","1064","Intro to Programming in Python","Lewis","3.69","68.4","4.2","13.7","7.4","2.1","2.1","0","0","1.1","1.1","0","0","0","95","82944","  3"
"2022-23","Fall","CS","1064","Intro to Programming in Python","Lewis","3.72","69.4","19.4","3.1","1","0","2","2","0","0","1","0","2","2","98","83197","  3"
"2020-21","Spring","CS","1064","Intro to Programming in Python","Lewis","3.6","63","13","6","9","2","3","0","0","0","0","1","3","2","100","13053","  3"
"2018-19","Spring","CS","1064","Intro to Programming in Python","Wenskovitch","3.62","75","0","0","17.1","0","0","4.3","0","0","2.2","0","1.4","14","368","12749","  3"
"2019-20","Spring","CS","1064","Intro to Programming in Python","Lewis","3.81","71.9","15.8","3.6","4.1","2.2","1","1","0","0.2","0","0","0.2","0","417","12916","  3"
"2021-22","Fall","CS","1064","Intro to Programming in Python","Lewis","3.44","38.5","28.4","9.3","9.1","4.3","2.4","1.6","2.4","1","0.6","0.8","1.4","4","493","83025","  3"
"2018-19","Fall","CS","1064","Intro to Programming in Python","Wenskovitch","3.57","72.8","0","0","17.5","0","0","5.6","0","0","1.6","0","2.4","11","497","82651","  3"
"2022-23","Spring","CS","1064","Intro to Programming in Python","Lewis","3.06","16.2","20","16","17.6","8.7","7.3","6.5","3.2","1.6","1","0.2","1.8","15","506","13277","  3"
"2020-21","Fall","CS","1064","Intro to Programming in Python","Lewis","3.66","59.3","18.9","8.3","4.5","3.5","1.4","1.2","0.8","0.6","0.4","0.2","1","2","508","82945","  3"
"2019-20","Fall","CS","1064","Intro to Programming in Python","Wenskovitch","3.6","74.6","0","0","15.1","0","0","6.8","0","0","2.5","0","1","11","515","82752","  3"
"2020-21","Spring","CS","1064","Intro to Programming in Python","Lewis","3.64","58.7","16.1","9.1","7.6","2.1","2.1","1.9","0.8","0.4","0.6","0.2","0.4","6","516","13054","  3"
"2021-22","Spring","CS","1064","Intro to Programming in Python","Lewis","3.58","51.4","24.2","6.3","6.3","3.6","1.3","2.9","1.7","1","0","0.2","1","3","521","13179","  3"
"2022-23","Fall","CS","1064","Intro to Programming in Python","Lewis","3.55","50.2","21.3","8.7","7.5","4.9","2.4","1","1","0.3","0.7","0.3","1.6","8","574","83196","  3"
