"Academic Year","Term","Subject","Course No.","Course Title","Instructor","GPA","A (%)","A- (%)","B+ (%)","B (%)","B- (%)","C+ (%)","C (%)","C- (%)","D+ (%)","D (%)","D- (%)","F (%)","Withdraws","Graded Enrollment","CRN","Credits"
"2022-23","Fall","MATH","1225","Calculus of a Single Variable","Krueger","3.14","0","40","20","0","20","20","0","0","0","0","0","0","1","5","86995","  4"
"2021-22","Fall","MATH","1225","Calculus of a Single Variable","Heitzman-Breen","3.07","33.3","0","16.7","0","33.3","0","0","16.7","0","0","0","0","2","6","86731","  4"
"2019-20","Fall","MATH","1225","Calculus of a Single Variable","Fakron","3.1","14.3","28.6","14.3","14.3","14.3","0","0","0","14.3","0","0","0","2","7","85999","  4"
"2019-20","Spring","MATH","1225","Calculus of a Single Variable","Murphy","3.39","0","42.9","28.6","28.6","0","0","0","0","0","0","0","0","0","7","16320","  4"
"2020-21","Fall","MATH","1225","Calculus of a Single Variable","Murphy","2.24","28.6","0","0","0","14.3","14.3","0","0","0","28.6","14.3","0","0","7","86477","  4"
"2019-20","Fall","MATH","1225","Calculus of a Single Variable","Cho","2.61","12.5","12.5","12.5","12.5","0","12.5","12.5","0","25","0","0","0","0","8","86000","  4"
"2019-20","Fall","MATH","1225","Calculus of a Single Variable","Goodberry","2.58","0","33.3","0","22.2","11.1","0","0","22.2","0","0","0","11.1","0","9","86001","  4"
"2020-21","Fall","MATH","1225","Calculus of a Single Variable","Kshirsagar","2.61","0","10","0","20","30","20","10","10","0","0","0","0","0","10","86476","  4"
"2018-19","Fall","MATH","1225","Calculus of a Single Variable","Mou","3.42","36.4","0","36.4","9.1","18.2","0","0","0","0","0","0","0","6","11","85703","  4"
"2019-20","Spring","MATH","1225","Calculus of a Single Variable","Kshirsagar","2.03","0","0","8.3","16.7","16.7","16.7","8.3","8.3","0","0","16.7","8.3","0","12","16314","  4"
"2022-23","Fall","MATH","1225","Calculus of a Single Variable","Zhu","2.83","8.3","8.3","33.3","16.7","16.7","0","0","0","0","8.3","8.3","0","7","12","87019","  4"
