"Academic Year","Term","Subject","Course No.","Course Title","Instructor","GPA","A (%)","A- (%)","B+ (%)","B (%)","B- (%)","C+ (%)","C (%)","C- (%)","D+ (%)","D (%)","D- (%)","F (%)","Withdraws","Graded Enrollment","CRN","Credits"
"2020-21","Fall","AS","1115","Introduction to the Air Force","Adams","3.46","61.5","15.4","7.7","0","0","7.7","0","0","0","0","0","7.7","0","13","81217","  1"
"2021-22","Fall","AS","1115","Introduction to the Air Force","Cousin","3.34","50","18.8","6.3","0","12.5","0","0","6.3","0","0","0","6.3","0","16","81237","  1"
"2021-22","Fall","AS","1115","Introduction to the Air Force","Cousin","3.36","35.3","29.4","5.9","5.9","11.8","5.9","0","0","0","0","5.9","0","0","17","81241","  1"
"2018-19","Fall","AS","1115","Introduction to the Air Force","Cox","3.82","66.7","16.7","11.1","5.6","0","0","0","0","0","0","0","0","0","18","81007","  1"
"2020-21","Fall","AS","1115","Introduction to the Air Force","Adams","3.48","55.6","5.6","11.1","11.1","11.1","0","0","0","0","5.6","0","0","0","18","81215","  1"
"2019-20","Fall","AS","1115","Introduction to the Air Force","Adams","3.87","78.9","5.3","15.8","0","0","0","0","0","0","0","0","0","0","19","81067","  1"
"2019-20","Fall","AS","1115","Introduction to the Air Force","Adams","3.9","90.5","4.8","0","0","0","4.8","0","0","0","0","0","0","0","21","81068","  1"
"2020-21","Fall","AS","1115","Introduction to the Air Force","Adams","3.95","81.8","18.2","0","0","0","0","0","0","0","0","0","0","0","22","81214","  1"
"2021-22","Fall","AS","1115","Introduction to the Air Force","Cousin","3.39","50","0","18.2","18.2","9.1","0","0","0","0","0","0","4.5","0","22","81239","  1"
"2021-22","Fall","AS","1115","Introduction to the Air Force","Cousin","3.47","43.5","26.1","8.7","8.7","4.3","4.3","0","0","0","0","0","4.3","0","23","81238","  1"
"2019-20","Fall","AS","1115","Introduction to the Air Force","Adams","3.88","79.2","12.5","4.2","0","4.2","0","0","0","0","0","0","0","0","24","90991","  1"
"2018-19","Fall","AS","1115","Introduction to the Air Force","Cox","3.9","84","8","4","0","4","0","0","0","0","0","0","0","0","25","81004","  1"
"2018-19","Fall","AS","1115","Introduction to the Air Force","Cox","3.66","60","24","8","0","4","0","0","0","0","0","0","4","0","25","81006","  1"
"2022-23","Fall","AS","1115","Introduction to the Air Force","Penland","3.82","92.3","0","0","0","3.8","0","0","0","0","0","3.8","0","0","26","81340","  1"
"2020-21","Fall","AS","1115","Introduction to the Air Force","Adams","3.6","70.4","11.1","0","0","7.4","7.4","0","0","0","0","0","3.7","0","27","81216","  1"
"2022-23","Fall","AS","1115","Introduction to the Air Force","Penland","4","100","0","0","0","0","0","0","0","0","0","0","0","0","27","81343","  1"
"2019-20","Fall","AS","1115","Introduction to the Air Force","Adams","3.9","81.3","12.5","0","6.3","0","0","0","0","0","0","0","0","0","32","81066","  1"
"2021-22","Fall","AS","1115","Introduction to the Air Force","Cousin","3.25","42.4","18.2","15.2","6.1","6.1","0","0","0","0","3","0","9.1","1","33","81240","  1"
"2018-19","Fall","AS","1115","Introduction to the Air Force","Cox","3.8","78","7.3","9.8","0","0","0","2.4","2.4","0","0","0","0","0","41","81005","  1"
"2022-23","Fall","AS","1115","Introduction to the Air Force","Penland","3.89","97.3","0","0","0","0","0","0","0","0","0","0","2.7","0","73","81341","  1"
