"Academic Year","Term","Subject","Course No.","Course Title","Instructor","GPA","A (%)","A- (%)","B+ (%)","B (%)","B- (%)","C+ (%)","C (%)","C- (%)","D+ (%)","D (%)","D- (%)","F (%)","Withdraws","Graded Enrollment","CRN","Credits"
"2018-19","Fall","ECE","3004","AC Circuit Analysis","Mayer","2.49","12.5","12.5","4.2","16.7","0","12.5","20.8","8.3","0","4.2","0","8.3","1","24","82969","  3"
"2019-20","Spring","ECE","3004","AC Circuit Analysis","Safaai-Jazi","3.09","22.2","7.4","7.4","18.5","33.3","0","11.1","0","0","0","0","0","0","27","13368","  3"
"2020-21","Spring","ECE","3004","AC Circuit Analysis","Ampadu","3.29","16.1","19.4","38.7","9.7","9.7","0","3.2","0","0","3.2","0","0","2","31","13542","  3"
"2022-23","Spring","ECE","3004","AC Circuit Analysis","Safaai-Jazi","2.8","11.1","17.8","13.3","8.9","11.1","8.9","17.8","4.4","2.2","0","4.4","0","6","45","13774","  3"
"2018-19","Spring","ECE","3004","AC Circuit Analysis","De La Reelopez","2.45","6.9","10.3","0","24.1","13.8","0","17.2","15.5","0","8.6","0","3.4","3","58","13067","  3"
"2021-22","Spring","ECE","3004","AC Circuit Analysis","Safaai-Jazi","2.53","5","5","15","6.7","26.7","6.7","25","3.3","0","1.7","0","5","2","60","13650","  3"
"2018-19","Fall","ECE","3004","AC Circuit Analysis","Ampadu","2.83","14.9","9","7.5","13.4","23.9","7.5","14.9","6","3","0","0","0","2","67","82970","  3"
"2021-22","Fall","ECE","3004","AC Circuit Analysis","De La Reelopez","2.02","3.9","7.8","2.6","5.2","15.6","0","15.6","28.6","0","11.7","0","9.1","13","77","83455","  3"
"2022-23","Fall","ECE","3004","AC Circuit Analysis","Mehrizi-Sani","2.9","22.1","11.7","9.1","14.3","13","5.2","9.1","7.8","5.2","0","0","2.6","11","77","83626","  3"
"2020-21","Fall","ECE","3004","AC Circuit Analysis","De La Reelopez","2.87","8.3","8.3","15.5","16.7","28.6","11.9","4.8","4.8","0","0","0","1.2","1","84","83354","  3"
"2019-20","Fall","ECE","3004","AC Circuit Analysis","De La Reelopez","2.33","8.6","9.5","0","21.9","12.4","0","23.8","5.7","0","3.8","4.8","9.5","7","105","83111","  3"
