"Academic Year","Term","Subject","Course No.","Course Title","Instructor","GPA","A (%)","A- (%)","B+ (%)","B (%)","B- (%)","C+ (%)","C (%)","C- (%)","D+ (%)","D (%)","D- (%)","F (%)","Withdraws","Graded Enrollment","CRN","Credits"
"2021-22","Fall","ECE","4205","Electronic Circuit Design","Sable","3.35","53.8","0","0","15.4","7.7","23.1","0","0","0","0","0","0","0","13","83481","  3"
"2020-21","Fall","ECE","4205","Electronic Circuit Design","Sable","3.36","50","0","0","37.5","0","0","8.3","4.2","0","0","0","0","0","24","83383","  3"
"2019-20","Fall","ECE","4205","Electronic Circuit Design","Sable","3.22","46.2","0","3.8","26.9","11.5","0","0","7.7","0","0","0","3.8","0","26","83143","  3"
"2022-23","Fall","ECE","4205","Electronic Circuit Design","Sable","3.38","28.6","8.6","20","34.3","8.6","0","0","0","0","0","0","0","3","35","83655","  3"
"2018-19","Fall","ECE","4205","Electronic Circuit Design","Sable","3.07","33.3","6.7","13.3","15.6","4.4","2.2","11.1","11.1","0","0","0","2.2","0","45","83002","  3"
