"Academic Year","Term","Subject","Course No.","Course Title","Instructor","GPA","A (%)","A- (%)","B+ (%)","B (%)","B- (%)","C+ (%)","C (%)","C- (%)","D+ (%)","D (%)","D- (%)","F (%)","Withdraws","Graded Enrollment","CRN","Credits"
"2020-21","Spring","ECE","1574","Engr Problem Solving with C++","Xu","3.31","60","6.7","0","13.3","6.7","0","0","0","6.7","0","0","6.7","7","15","13487","  3"
"2020-21","Fall","ECE","1574","Engr Problem Solving with C++","Jere","3.58","70","5","5","5","0","0","10","5","0","0","0","0","0","20","83311","  3"
"2019-20","Spring","ECE","1574","Engr Problem Solving with C++","Xu","3.49","63.6","9.1","0","9.1","4.5","9.1","0","0","0","0","0","4.5","0","22","13323","  3"
"2019-20","Fall","ECE","1574","Engr Problem Solving with C++","McPherson","2.7","30.8","7.7","3.8","15.4","15.4","0","3.8","3.8","0","3.8","0","15.4","8","26","83066","  3"
"2018-19","Spring","ECE","1574","Engr Problem Solving with C++","Abraham","2.89","42.1","8.4","2.1","9.5","5.3","4.2","5.3","5.3","3.2","6.3","1.1","7.4","12","95","13029","  3"
"2018-19","Fall","ECE","1574","Engr Problem Solving with C++","McPherson","2.94","34.8","7.8","11.3","10.4","7.8","7.8","4.3","2.6","1.7","2.6","0.9","7.8","28","115","82920","  3"
