"Academic Year","Term","Subject","Course No.","Course Title","Instructor","GPA","A (%)","A- (%)","B+ (%)","B (%)","B- (%)","C+ (%)","C (%)","C- (%)","D+ (%)","D (%)","D- (%)","F (%)","Withdraws","Graded Enrollment","CRN","Credits"
"2018-19","Fall","CS","4254","Network Arch Prog","Viswanath","2.92","10","0","5","45","25","10","5","0","0","0","0","0","1","20","89911","  3"
"2020-21","Fall","CS","4254","Network Arch Prog","Viswanath","3.31","24","20","12","28","8","4","0","4","0","0","0","0","0","25","83041","  3"
"2019-20","Fall","CS","4254","Network Arch Prog","Viswanath","3.19","13.3","23.3","20","26.7","10","0","3.3","0","0","0","0","3.3","0","30","82840","  3"
"2021-22","Fall","CS","4254","Network Arch Prog","Hasan","3.46","20","33.3","16.7","23.3","6.7","0","0","0","0","0","0","0","1","30","83128","  3"
"2022-23","Fall","CS","4254","Network Arch Prog","Hasan","3.27","34.8","8.7","15.2","13","10.9","10.9","4.3","2.2","0","0","0","0","0","46","83317","  3"
