Academic Year,Term,Subject,Course No.,Course Title,Instructor,GPA,A (%),A- (%),B+ (%),B (%),B- (%),C+ (%),C (%),C- (%),D+ (%),D (%),D- (%),F (%),Withdraws,Graded Enrollment,CRN,Credits
2019-20,Fall,MATH,1454,Intro to Math Problem-Solving,Lin,2.72,15.2,18.2,18.2,9.1,3,6.1,3,6.1,9.1,6.1,0,6.1,0,33,90606,3
2021-22,Fall,MATH,1454,Intro to Math Problem-Solving,Lin,2.77,27,13.5,10.8,2.7,5.4,13.5,2.7,8.1,2.7,2.7,5.4,5.4,5,37,86753,3
2020-21,Fall,MATH,1454,Intro to Math Problem-Solving,Lin,3.03,17.9,17.9,23.1,5.1,5.1,15.4,5.1,5.1,0,5.1,0,0,1,39,86519,3
2022-23,Fall,MATH,1454,Intro to Math Programming,Lin,2.63,31.6,10.5,0,10.5,13.2,2.6,2.6,7.9,0,0,7.9,13.2,2,38,87055,3
