"Academic Year","Term","Subject","Course No.","Course Title","Instructor","GPA","A (%)","A- (%)","B+ (%)","B (%)","B- (%)","C+ (%)","C (%)","C- (%)","D+ (%)","D (%)","D- (%)","F (%)","Withdraws","Graded Enrollment","CRN","Credits"
"2021-22","Fall","MINE","3604","Mining Geomechanics","Karfakis","2.36","0","0","11.1","22.2","0","33.3","11.1","11.1","11.1","0","0","0","0","9","91465","  3"
"2021-22","Fall","MINE","3604","Mining Geomechanics","Karfakis","2.36","10","10","20","0","0","20","0","10","10","10","10","0","0","10","91463","  3"
"2021-22","Fall","MINE","3604","Mining Geomechanics","Karfakis","2.33","20","10","0","10","0","10","20","0","10","10","0","10","0","10","91464","  3"
"2021-22","Fall","MINE","3604","Mining Geomechanics","Karfakis","2.33","20","0","20","0","10","0","10","10","10","10","0","10","0","10","91467","  3"
"2022-23","Fall","MINE","3604","Mining Geomechanics","Karfakis","2.52","18.2","9.1","18.2","0","9.1","0","18.2","0","9.1","0","18.2","0","1","11","87910","  3"
