"Academic Year","Term","Subject","Course No.","Course Title","Instructor","GPA","A (%)","A- (%)","B+ (%)","B (%)","B- (%)","C+ (%)","C (%)","C- (%)","D+ (%)","D (%)","D- (%)","F (%)","Withdraws","Graded Enrollment","CRN","Credits"
"2019-20","Spring","AOE","3164","Aerothermo and Propulsion","Lowe","3.71","70.6","11","8.3","1.8","2.8","0.9","1.8","0","0.9","0.9","0","0.9","0","109","10383","  3"
"2018-19","Spring","AOE","3164","Aerothermo and Propulsion","Lowe","3.05","30","7.9","9.3","20","8.6","5.7","7.9","5","0.7","2.9","1.4","0.7","1","140","19204","  3"
"2022-23","Spring","AOE","3164","Aerothermo and Propulsion","Lowe","3.33","31.4","16.6","20.7","13.6","7.1","3.6","3.6","1.2","0","0.6","0","1.8","2","169","10442","  3"
"2020-21","Spring","AOE","3164","Aerothermo and Propulsion","Lowe","3.5","52.6","14.5","7.5","9.2","5.8","5.2","1.7","0","1.7","0","0","1.7","1","173","10408","  3"
"2021-22","Spring","AOE","3164","Aerothermo and Propulsion","Lowe","2.83","16.8","7.8","12.1","18.1","12.9","12.9","8.2","3.4","3","1.7","0.9","2.2","0","232","10409","  3"
