"Academic Year","Term","Subject","Course No.","Course Title","Instructor","GPA","A (%)","A- (%)","B+ (%)","B (%)","B- (%)","C+ (%)","C (%)","C- (%)","D+ (%)","D (%)","D- (%)","F (%)","Withdraws","Graded Enrollment","CRN","Credits"
"2019-20","Spring","AOE","4174","Spacecraft Propulsion","Young","3.06","22.2","33.3","0","11.1","11.1","0","11.1","0","0","0","11.1","0","0","9","21491","  3"
"2018-19","Spring","AOE","4174","Spacecraft Propulsion","Shinpaugh","3.64","40","20","33.3","6.7","0","0","0","0","0","0","0","0","1","15","10357","  3"
"2019-20","Spring","AOE","4174","Spacecraft Propulsion","Young","3.1","13.6","18.2","22.7","18.2","9.1","13.6","0","0","0","0","4.5","0","0","22","10395","  3"
"2021-22","Spring","AOE","4174","Spacecraft Propulsion","Young","2.55","7.1","7.1","14.3","11.9","16.7","4.8","16.7","7.1","4.8","9.5","0","0","4","42","10429","  3"
"2020-21","Spring","AOE","4174","Spacecraft Propulsion","Young","2.46","4.3","8.5","10.6","21.3","4.3","12.8","17","6.4","4.3","4.3","4.3","2.1","2","47","10428","  3"
"2022-23","Spring","AOE","4174","Spacecraft Propulsion","Young","2.9","23.4","8.5","10.6","8.5","14.9","6.4","12.8","10.6","4.3","0","0","0","4","47","10460","  3"
