Academic Year,Term,Subject,Course No.,Course Title,Instructor,GPA,A (%),A- (%),B+ (%),B (%),B- (%),C+ (%),C (%),C- (%),D+ (%),D (%),D- (%),F (%),Withdraws,Graded Enrollment,CRN,Credits
2019-20,Spring,AOE,4066,Air Vehicle Design,Raj,3.45,57.1,2.9,8.6,11.4,2.9,8.6,5.7,2.9,0,0,0,0,0,35,10390,3
2022-23,Spring,AOE,4066,Air Vehicle Design,Canfield,3.27,33.9,11.9,13.6,3.4,22,8.5,6.8,0,0,0,0,0,0,59,10445,3
2021-22,Spring,AOE,4066,Air Vehicle Design,Raj,3.58,41,27.9,8.2,18,1.6,0,0,3.3,0,0,0,0,0,61,10414,3
2020-21,Spring,AOE,4066,Air Vehicle Design,Raj,3.06,22.7,3,21.2,16.7,10.6,15.2,7.6,3,0,0,0,0,1,66,10413,3
2018-19,Spring,AOE,4066,Air Vehicle Design,Raj,3.43,46.9,0,14.1,23.4,10.9,1.6,1.6,1.6,0,0,0,0,0,64,10352,3
