"Academic Year","Term","Subject","Course No.","Course Title","Instructor","GPA","A (%)","A- (%)","B+ (%)","B (%)","B- (%)","C+ (%)","C (%)","C- (%)","D+ (%)","D (%)","D- (%)","F (%)","Withdraws","Graded Enrollment","CRN","Credits"
"2019-20","Spring","AOE","3154","Astromechanics","Schroeder","3.11","40","10","0","10","10","0","20","10","0","0","0","0","0","10","20318","  3"
"2021-22","Spring","AOE","3154","Astromechanics","Fitzgerald","3.2","55","5","5","0","10","10","5","0","0","5","0","5","1","20","10408","  3"
"2022-23","Spring","AOE","3154","Astromechanics","Fitzgerald","3.35","48","4","16","8","12","0","0","8","4","0","0","0","0","25","10441","  3"
"2020-21","Spring","AOE","3154","Astromechanics","Schroeder","2.89","13.8","24.1","17.2","6.9","10.3","6.9","6.9","3.4","0","3.4","0","6.9","1","29","10407","  3"
"2018-19","Fall","AOE","3154","Astromechanics","Schroeder","3.04","13.2","24.5","15.1","18.9","3.8","13.2","3.8","0","1.9","3.8","0","1.9","0","53","89801","  3"
"2022-23","Fall","AOE","3154","Astromechanics","England","3.88","82.8","7.8","4.7","1.6","1.6","1.6","0","0","0","0","0","0","0","64","80443","  3"
"2020-21","Fall","AOE","3154","Astromechanics","Schroeder","2.97","12.1","24.2","12.1","12.1","13.6","9.1","7.6","3","1.5","0","3","1.5","2","66","80390","  3"
"2018-19","Fall","AOE","3154","Astromechanics","England","3.24","21.3","16.3","23.8","8.8","16.3","11.3","2.5","0","0","0","0","0","1","80","89800","  3"
"2019-20","Fall","AOE","3154","Astromechanics","Schroeder","3.04","14.3","14.3","17.9","21.4","10.7","9.5","7.1","2.4","0","1.2","0","1.2","0","84","80344","  3"
"2020-21","Fall","AOE","3154","Astromechanics","England","3.38","18.2","26.1","34.1","6.8","5.7","5.7","3.4","0","0","0","0","0","1","88","80389","  3"
"2019-20","Fall","AOE","3154","Astromechanics","England","3.39","22.8","21.7","28.3","16.3","4.3","3.3","1.1","2.2","0","0","0","0","0","92","80343","  3"
"2022-23","Fall","AOE","3154","Astromechanics","England","3.85","86","3.2","3.2","3.2","2.2","1.1","0","0","0","0","0","1.1","0","93","80442","  3"
"2021-22","Fall","AOE","3154","Astromechanics","England","3.24","29.1","17.3","15.5","14.5","6.4","9.1","3.6","1.8","0","0.9","0","1.8","0","110","80413","  3"
"2021-22","Fall","AOE","3154","Astromechanics","England","3.45","38.7","24.2","11.3","10.5","6.5","1.6","4","0.8","0.8","0.8","0","0.8","0","124","80412","  3"
