"Academic Year","Term","Subject","Course No.","Course Title","Instructor","GPA","A (%)","A- (%)","B+ (%)","B (%)","B- (%)","C+ (%)","C (%)","C- (%)","D+ (%)","D (%)","D- (%)","F (%)","Withdraws","Graded Enrollment","CRN","Credits"
"2022-23","Fall","AOE","4474","Propellers and Turbines","Brizzolara","3.23","35.3","5.9","23.5","5.9","5.9","11.8","5.9","5.9","0","0","0","0","2","17","90489","  3"
"2019-20","Spring","AOE","4474","Propellers and Turbines","Kuester","3.41","23.8","28.6","28.6","9.5","0","0","4.8","4.8","0","0","0","0","0","21","10406","  3"
"2018-19","Spring","AOE","4474","Propellers and Turbines","Paterson","3.34","14.3","17.9","25","42.9","0","0","0","0","0","0","0","0","0","28","19113","  3"
"2020-21","Spring","AOE","4474","Propellers and Turbines","Kuester","3.36","13.3","23.3","33.3","23.3","3.3","3.3","0","0","0","0","0","0","0","30","10442","  3"
"2021-22","Spring","AOE","4474","Propellers and Turbines","Kuester","3.17","21.1","15.8","13.2","15.8","18.4","10.5","2.6","2.6","0","0","0","0","1","38","10440","  3"
